survey_date,survey_start,deviceid,end_survey,instance_name,audit,enumerator_id,upazilla_name,union_name,intro_text,informed_consent,respondent_age,gps_reading,_gps_reading_latitude,_gps_reading_longitude,_uuid,_index
22/08/2019,2019-08-22T10:33:36.955+06:00,3.53883E+14,2019-08-22T11:29:49.751+06:00,2ecdcd81-6960-420e-aa5a-9a6193f52049,,3033,ukhiya,ranta_palong,,yes,28,21.27637883809933 92.10413219799891 -37.31893915791236 4.0,21.27637884,92.1041322,uuid_40,40
07/08/2019,2019-08-07T13:35:08.307+06:00,3.55316E+14,2019-08-07T14:23:54.171+06:00,0cdb3df2-962a-45a7-99b5-2c5de53443b6,,28,teknaf,baharchara,,yes,30,20.909629560481395 92.2333229991376 -49.004792354621664 4.0,20.90962956,92.233323,uuid_41,41
08/08/2019,2019-08-08T11:28:04.083+06:00,8.63956E+14,2019-08-08T12:09:36.861+06:00,7cf3e20e-8056-4650-b4ff-b0f998aa4427,,3014,teknaf,teknaf,,yes,45,20.85091 92.28337166666667 29.0 5.0,20.85091,92.28337167,uuid_42,42
08/08/2019,2019-08-08T10:46:48.580+06:00,3.52083E+14,2019-08-08T11:50:21.739+06:00,aa8d9fb7-9d78-468d-88f1-e0fec91038a7,,2028,teknaf,teknaf,,yes,25,20.87021625540442 92.27226164004882 -44.56995690199566 4.0,20.87021626,92.27226164,uuid_43,43
17/08/2019,2019-08-17T10:48:16.221+06:00,8.63956E+14,2019-08-17T11:29:41.671+06:00,4f8e1b1b-c86f-417d-9112-a9d03c59be09,,120,teknaf,nhilla,,yes,38,21.033168333333332 92.24265833333332 45.1 4.8,21.03316833,92.24265833,uuid_44,44
27/08/2019,2019-08-27T09:42:18.345+06:00,8.63956E+14,2019-08-27T10:20:35.562+06:00,69cab611-c368-4cff-afcb-7d6b58bd487f,,31,ukhiya,jalia_palong,,yes,20,21.241526666666665 92.05053333333332 18.9 4.9,21.24152667,92.05053333,uuid_45,45
09/09/2019,2019-09-09T11:25:41.254+06:00,8.60323E+14,2019-09-09T12:43:26.911+06:00,41c89e30-ca41-4c8b-949b-8a5ca1d4efb1,,85,teknaf,teknaf_pourasabha,,yes,22,20.86580333333333 92.29333833333334 19.8 4.9,20.86580333,92.29333833,uuid_46,46
22/08/2019,2019-08-22T13:37:35.340+06:00,8.63956E+14,2019-08-22T14:18:12.876+06:00,8d93b975-b609-43cd-aa0b-f94a26a1228f,,1015,ukhiya,haldia_palong,,yes,45,21.30765166666667 92.14102999999999 32.1 3.8,21.30765167,92.14103,uuid_47,47
20/08/2019,2019-08-20T14:28:37.831+06:00,8.63956E+14,2019-08-20T15:07:02.623+06:00,e1dd75fb-3b38-4e1b-8241-b32cf2202d63,,78,ukhiya,palong_khali,,yes,30,21.274988333333333 92.08294833333333 15.8 4.7,21.27498833,92.08294833,uuid_48,48
27/08/2019,2019-08-27T10:31:08.080+06:00,8.60323E+14,2019-08-27T11:21:56.701+06:00,998dcb42-dd66-45c3-8487-796de6fdc866,,106,ukhiya,jalia_palong,,yes,34,21.238595 92.05338666666667 20.4 4.9,21.238595,92.05338667,uuid_49,49
01/09/2019,2019-09-01T12:19:55.154+06:00,8.63956E+14,2019-09-01T13:05:51.223+06:00,fd4ee158-75cd-4c21-8ce3-ca297651fb49,,115,teknaf,sabrang,,yes,60,20.803119999999996 92.31436666666666 27.7 4.7,20.80312,92.31436667,uuid_50,50
26/08/2019,2019-08-26T11:26:31.825+06:00,8.65313E+14,2019-08-26T12:06:09.898+06:00,08564387-feef-4673-939d-13935a68bfd7,,73,ukhiya,haldia_palong,,yes,40,21.310186666666663 92.12238833333335 14.8 2.4,21.31018667,92.12238833,uuid_51,51
26/08/2019,2019-08-26T09:34:20.701+06:00,8.63956E+14,2019-08-26T10:20:49.997+06:00,19af344b-17c1-41ba-a94c-79b69ab2f49a,,12,ukhiya,haldia_palong,,yes,30,21.313845 92.15044000000002 37.2 3.6,21.313845,92.15044,uuid_52,52
22/08/2019,2019-08-22T12:38:27.712+06:00,8.63956E+14,2019-08-22T13:19:07.396+06:00,3274601a-44d8-4259-8923-beaf2046ebf5,,73,ukhiya,ranta_palong,,yes,65,21.269603333333333 92.15044833333334 15.6 3.9,21.26960333,92.15044833,uuid_53,53
08/09/2019,2019-09-08T11:52:55.039+06:00,8.65313E+14,2019-09-08T12:34:14.760+06:00,895c8933-df34-4db7-a42b-f09cc738d9ad,,106,teknaf,teknaf_pourasabha,,yes,40,20.857028333333332 92.30435666666666 -27.8 4.9,20.85702833,92.30435667,uuid_54,54
17/08/2019,2019-08-17T13:38:45.283+06:00,3.52083E+14,2019-08-17T14:29:45.054+06:00,94220ba4-5fff-4c2d-bac3-413c34f8ed7e,,2019,teknaf,nhilla,,yes,50,21.08204672535651 92.21438025574085 -36.098578815490775 4.0,21.08204673,92.21438026,uuid_55,55
17/08/2019,2019-08-17T13:20:33.584+06:00,8.63956E+14,2019-08-17T13:58:56.434+06:00,a55535d9-eb20-4cdf-b0b1-ed20c0d94c9c,,1015,teknaf,nhilla,,yes,70,20.99547 92.23652666666666 -3.1 4.6,20.99547,92.23652667,uuid_56,56
08/08/2019,2019-08-08T14:51:47.464+06:00,8.63956E+14,2019-08-08T15:32:17.896+06:00,a8520145-dd10-47a1-a436-cbefde6e81bf,,42,teknaf,nhilla,,yes,26,21.01448833333333 92.23521333333335 40.6 5.0,21.01448833,92.23521333,uuid_57,57
27/08/2019,2019-08-27T12:07:18.749+06:00,8.63956E+14,2019-08-27T12:52:27.482+06:00,5fb85172-f0e4-4936-9aba-bcc3fa61e6b3,,83,ukhiya,jalia_palong,,yes,45,21.17884333333333 92.05239833333331 31.2 4.9,21.17884333,92.05239833,uuid_58,58
08/09/2019,2019-09-08T11:11:17.872+06:00,8.63956E+14,2019-09-08T11:51:44.993+06:00,efb96859-2bb2-40c8-afc7-3074fecc199d,,37,teknaf,teknaf_pourasabha,,yes,45,20.864678333333337 92.30337833333333 29.4 4.1,20.86467833,92.30337833,uuid_59,59
19/08/2019,2019-08-19T12:24:00.338+06:00,8.63956E+14,2019-08-19T13:08:43.637+06:00,1869dc9c-b59c-4023-aa1c-1766ca676c30,,31,ukhiya,palong_khali,,yes,30,21.15569833333333 92.13828166666666 -55.7 5.0,21.15569833,92.13828167,uuid_60,60
08/08/2019,2019-08-08T14:50:27.298+06:00,8.63956E+14,2019-08-08T15:30:19.860+06:00,07aa15de-a6fc-44f4-95a5-4ef8bfd1170d,,115,teknaf,nhilla,,yes,27,21.014725 92.23388166666668 25.5 4.9,21.014725,92.23388167,uuid_61,61
18/08/2019,2019-08-18T11:28:51.384+06:00,8.63956E+14,2019-08-18T12:12:24.396+06:00,fdf53313-a5b8-4d92-9c51-48284ff3fb7a,,18,teknaf,whykong,,yes,32,21.070428333333332 92.15489166666666 178.9 4.6,21.07042833,92.15489167,uuid_62,62
07/08/2019,2019-08-07T14:44:57.720+06:00,3.52083E+14,2019-08-07T15:25:12.196+06:00,9be34176-950e-41c9-a17b-5571475b6c44,,83,teknaf,baharchara,,yes,40,20.93968005917134 92.21801323676101 -23.612792146024166 4.0,20.93968006,92.21801324,uuid_63,63
23/08/2019,2019-08-23T10:05:41.118+06:00,3.53883E+14,2019-08-23T10:49:00.294+06:00,78077cea-c293-44aa-82f3-e734108961f4,,1022,ukhiya,ranta_palong,,yes,26,21.273800534647737 92.14233532038288 -39.792255444421166 4.0,21.27380053,92.14233532,uuid_64,64
09/09/2019,2019-09-09T11:34:59.709+06:00,8.63956E+14,2019-09-09T12:12:35.898+06:00,57f30fac-4568-4fc8-931c-e05c6ee897c6,,78,teknaf,teknaf,,yes,35,20.860971666666668 92.28851833333334 33.1 3.5,20.86097167,92.28851833,uuid_65,65
18/08/2019,2019-08-18T09:35:28.287+06:00,8.63956E+14,2019-08-18T10:14:53.052+06:00,dedca2ad-cfae-4823-acca-513aa727758c,,120,teknaf,whykong,,yes,22,21.08827833333333 92.14599166666667 43.0 5.0,21.08827833,92.14599167,uuid_66,66
01/09/2019,2019-09-01T09:28:54.093+06:00,8.63956E+14,2019-09-01T10:09:42.632+06:00,c3a0d7a8-1014-45bc-be4b-6a4b538a1201,,120,teknaf,sabrang,,yes,30,20.819353333333332 92.30181166666668 -8.7 4.6,20.81935333,92.30181167,uuid_67,67
08/08/2019,2019-08-08T11:12:33.582+06:00,8.60323E+14,2019-08-08T12:07:57.793+06:00,e364438d-4417-437f-aa08-94d97438e349,,13,teknaf,teknaf_pourasabha,,yes,50,20.861786666666664 92.28116 31.6 5.0,20.86178667,92.28116,uuid_68,68
07/08/2019,2019-08-07T14:33:27.162+06:00,8.60323E+14,2019-08-07T15:14:03.551+06:00,5f32fd79-aab7-4643-ad48-b2de851eb8e4,,3070,teknaf,teknaf,,yes,55,21.016354999999997 92.19434666666666 25.6 4.7,21.016355,92.19434667,uuid_69,69
26/08/2019,2019-08-26T10:16:36.868+06:00,8.63956E+14,2019-08-26T11:00:19.687+06:00,ff135019-8a3c-49a3-a9df-8ff7dfc3c786,,83,ukhiya,haldia_palong,,yes,38,21.281588333333335 92.11499166666665 17.0 3.8,21.28158833,92.11499167,uuid_70,70
20/08/2019,2019-08-20T11:00:42.347+06:00,8.63956E+14,2019-08-20T11:37:02.607+06:00,639b8b7a-4e1f-4d91-b1f2-46b249419578,,78,ukhiya,palong_khali,,yes,18,21.27163666666667 92.07569166666666 8.2 4.8,21.27163667,92.07569167,uuid_71,71
24/08/2019,2019-08-24T12:54:56.541+06:00,8.63956E+14,2019-08-24T13:37:25.913+06:00,6469dfac-3377-4d20-a057-2fce2685b795,,42,teknaf,sabrang,,yes,42,20.82800666666667 92.30666333333332 40.8 2.0,20.82800667,92.30666333,uuid_72,72
17/08/2019,2019-08-17T10:49:40.618+06:00,8.65313E+14,2019-08-17T11:30:39.720+06:00,322bfeb3-5317-48e4-8de4-15438a8a991f,,75,teknaf,nhilla,,yes,60,21.029314999999997 92.24133166666667 32.9 4.9,21.029315,92.24133167,uuid_73,73
19/08/2019,2019-08-19T11:26:13.863+06:00,8.63956E+14,2019-08-19T12:29:51.313+06:00,79b24b57-3ee0-48dc-874d-9c54f951be81,,13,teknaf,whykong,,yes,39,21.136520000000004 92.16174500000001 14.7 5.0,21.13652,92.161745,uuid_74,74
09/09/2019,2019-09-09T12:07:41.466+06:00,8.63956E+14,2019-09-09T13:02:35.696+06:00,27244c1b-7714-499a-af9e-715e2edfe891,,13,teknaf,teknaf_pourasabha,,yes,20,20.857406666666666 92.290235 5.6 4.8,20.85740667,92.290235,uuid_75,75
22/08/2019,2019-08-22T10:43:29.255+06:00,8.63956E+14,2019-08-22T11:27:21.437+06:00,9272e1d9-58f5-4253-b8d2-53a161c50657,,73,ukhiya,ranta_palong,,yes,55,21.271898333333336 92.15294666666665 16.4 3.9,21.27189833,92.15294667,uuid_76,76
22/08/2019,2019-08-22T09:30:44.173+06:00,8.63956E+14,2019-08-22T10:29:19.398+06:00,7bd9b76e-4364-4cdb-bb50-9be6aee1d839,,18,ukhiya,haldia_palong,,yes,30,21.288341666666664 92.08198166666668 150.2 5.0,21.28834167,92.08198167,uuid_77,77
08/08/2019,2019-08-08T10:50:04.955+06:00,8.63956E+14,2019-08-08T11:35:04.065+06:00,9c76c7f1-2294-4a38-8df2-b7a259f2f5fc,,91,teknaf,teknaf,,yes,55,20.866544999999995 92.26795666666666 9.8 4.1,20.866545,92.26795667,uuid_78,78
28/08/2019,2019-08-28T09:50:05.519+06:00,8.63956E+14,2019-08-28T10:58:47.583+06:00,f5be344f-cd26-4cd6-89e6-621ea0e7af97,,18,ukhiya,jalia_palong,,yes,45,21.286295000000003 92.06354833333334 114.0 4.8,21.286295,92.06354833,uuid_79,79
17/08/2019,2019-08-17T13:31:10.899+06:00,8.63956E+14,2019-08-17T14:09:03.388+06:00,ee7f7b16-e846-411d-b3db-14af51888a2a,,3055,teknaf,nhilla,,yes,48,21.021303333333336 92.248705 38.0 2.2,21.02130333,92.248705,uuid_80,80
17/08/2019,2019-08-17T12:40:08.344+06:00,8.63956E+14,2019-08-17T13:45:02.510+06:00,d3f8637a-0583-405f-badb-fda9dd0c30fd,,3027,teknaf,nhilla,,yes,30,21.016556666666663 92.24597333333334 -11.2 3.8,21.01655667,92.24597333,uuid_81,81
19/08/2019,2019-08-19T11:40:27.724+06:00,8.63956E+14,2019-08-19T12:21:30.190+06:00,cbfd1f47-8f31-4ff2-b331-5233f07b4dff,,28,ukhiya,palong_khali,,yes,35,21.151009999999996 92.16343833333333 16.2 4.9,21.15101,92.16343833,uuid_82,82
19/08/2019,2019-08-19T13:34:50.092+06:00,8.65313E+14,2019-08-19T14:24:29.522+06:00,bc8e68ea-3748-4064-b79d-40cfb83400e5,,75,ukhiya,palong_khali,,yes,18,21.144253333333335 92.15185500000001 12.8 4.9,21.14425333,92.151855,uuid_83,83
18/08/2019,2019-08-18T10:23:14.392+06:00,8.63956E+14,2019-08-18T11:02:31.854+06:00,d8c8e3d8-2c04-445c-8241-b3c252ff3b90,,62,teknaf,whykong,,yes,45,21.11262166666667 92.11325333333335 76.9 4.7,21.11262167,92.11325333,uuid_84,84
01/09/2019,2019-09-01T10:43:22.636+06:00,8.63956E+14,2019-09-01T11:28:57.115+06:00,c694464e-43a7-49de-84de-eca2afe866f4,,37,teknaf,sabrang,,yes,33,20.835173333333334 92.30460333333333 17.9 4.8,20.83517333,92.30460333,uuid_85,85
17/08/2019,2019-08-17T11:37:44.369+06:00,8.63128E+14,2019-08-17T12:23:52.597+06:00,4dbd5066-2007-41f5-98c4-a4aa4a36c239,,25,teknaf,nhilla,,yes,55,21.072128333333332 92.21995 24.5 3.4,21.07212833,92.21995,uuid_86,86
26/08/2019,2019-08-26T12:51:30.242+06:00,8.65313E+14,2019-08-26T13:29:44.914+06:00,91e14114-0167-4b17-af75-e7ba3223673a,,75,ukhiya,haldia_palong,,yes,47,21.283111666666667 92.12047499999998 40.9 4.4,21.28311167,92.120475,uuid_87,87
27/08/2019,2019-08-27T10:55:41.103+06:00,8.63956E+14,2019-08-27T11:39:41.704+06:00,4aa7dc1c-4d3e-4f71-98d3-79bc6b9c9ccf,,12,ukhiya,jalia_palong,,yes,22,21.271598333333333 92.04944666666667 10.9 4.4,21.27159833,92.04944667,uuid_88,88
01/09/2019,2019-09-01T11:07:38.255+06:00,8.63956E+14,2019-09-01T12:04:20.929+06:00,6a2c0db3-2d6b-40f5-887e-846a39830522,,12,teknaf,sabrang,,yes,18,20.829389999999997 92.29729666666665 7.3 4.7,20.82939,92.29729667,uuid_89,89
08/08/2019,2019-08-08T12:23:18.621+06:00,3.52083E+14,2019-08-08T13:26:23.536+06:00,64dfbfd9-a78f-4838-95d5-00ff3fb54a1c,,89,teknaf,teknaf,,yes,60,20.869749245618 92.28559537526365 -52.4227350690373 4.0,20.86974925,92.28559538,uuid_90,90
20/08/2019,2019-08-20T14:02:05.106+06:00,8.63956E+14,2019-08-20T14:39:20.406+06:00,5fa302e4-d281-496f-9ae4-0e32bf8767ab,,18,ukhiya,raja_palong,,yes,25,21.216889999999996 92.16408500000001 156.6 5.0,21.21689,92.164085,uuid_91,91
21/08/2019,2019-08-21T12:58:23.334+06:00,8.63956E+14,2019-08-21T13:57:41.207+06:00,b7dcf639-0ee7-4d56-bfd5-ff38c7fb3ec0,,2028,ukhiya,ranta_palong,,yes,45,21.279018333333337 92.10693500000001 15.5 3.9,21.27901833,92.106935,uuid_92,92
28/08/2019,2019-08-28T09:20:59.849+06:00,8.63956E+14,2019-08-28T10:01:47.118+06:00,64a8e6d5-2c68-4ac8-b127-525ffb634b0b,,120,ukhiya,jalia_palong,,yes,21,21.282886666666666 92.07035166666668 46.1 5.0,21.28288667,92.07035167,uuid_93,93
07/08/2019,2019-08-07T10:47:40.602+06:00,8.63956E+14,2019-08-07T11:22:49.480+06:00,fa8ac6cb-de95-41ec-b179-3d3ba59bf487,,3015,teknaf,baharchara,,yes,36,21.023213333333334 92.18123166666668 37.1 4.7,21.02321333,92.18123167,uuid_94,94
01/09/2019,2019-09-01T11:09:25.108+06:00,8.63956E+14,2019-09-01T12:15:05.219+06:00,fe03bf8c-2d1e-4c55-be85-5cb51856ca1d,,151,teknaf,sabrang,,yes,35,20.801533333333335 92.313945 -4.4 4.8,20.80153333,92.313945,uuid_95,95
